store,type,department,date,weekly_sales,is_holiday,temperature_c,fuel_price_usd_per_l,unemployment,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI
1,A,1,2/18/2011,6040.5,FALSE,57.36,3.045,7.742,NA,NA,NA,NA,NA,213.2478853
1,A,1,2/25/2011,6596.5,FALSE,62.9,3.065,7.742,NA,NA,NA,NA,NA,213.535609
1,A,1,3/4/2011,6286.8,FALSE,59.58,3.288,7.742,NA,NA,NA,NA,NA,213.8233327
1,A,1,3/11/2011,5701.9,FALSE,53.56,3.459,7.742,NA,NA,NA,NA,NA,214.1110564
1,A,1,3/18/2011,6624.8,FALSE,62.76,3.488,7.742,NA,NA,NA,NA,NA,214.3627114
1,A,1,3/25/2011,7344.3,FALSE,69.97,3.473,7.742,NA,NA,NA,NA,NA,214.5999389
1,A,1,4/1/2011,6269.4,FALSE,59.17,3.524,7.682,NA,NA,NA,NA,NA,214.8371664
1,A,1,4/8/2011,7146.2,FALSE,67.84,3.622,7.682,NA,NA,NA,NA,NA,215.0743939
1,A,1,4/15/2011,7501.3,FALSE,71.27,3.743,7.682,NA,NA,NA,NA,NA,215.2918561
1,A,1,4/22/2011,7679.7,FALSE,72.99,3.807,7.682,NA,NA,NA,NA,NA,215.4599053
1,A,1,4/29/2011,7584,FALSE,72.03,3.81,7.682,NA,NA,NA,NA,NA,215.6279544
1,A,1,5/6/2011,6851.6,FALSE,64.61,3.906,7.682,NA,NA,NA,NA,NA,215.7960035
1,A,1,5/13/2011,7953.9,FALSE,75.64,3.899,7.682,NA,NA,NA,NA,NA,215.9640526
1,A,1,5/20/2011,7153.7,FALSE,67.63,3.907,7.682,NA,NA,NA,NA,NA,215.7339202
1,A,1,5/27/2011,8150.6,FALSE,77.72,3.786,7.682,NA,NA,NA,NA,NA,215.5037878
1,A,1,6/3/2011,8669.9,FALSE,83,3.699,7.682,NA,NA,NA,NA,NA,215.2736553
1,A,1,6/10/2011,8677.8,FALSE,83.13,3.648,7.682,NA,NA,NA,NA,NA,215.0435229
1,A,1,6/17/2011,9004.7,FALSE,86.41,3.637,7.682,NA,NA,NA,NA,NA,214.9980596
1,A,1,6/24/2011,8717.4,FALSE,83.58,3.594,7.682,NA,NA,NA,NA,NA,215.0910982
1,A,1,7/1/2011,8907.4,FALSE,85.55,3.524,7.962,NA,NA,NA,NA,NA,215.1841368
1,A,1,7/8/2011,8931,FALSE,85.83,3.48,7.962,NA,NA,NA,NA,NA,215.2771754
1,A,1,7/15/2011,9211.5,FALSE,88.54,3.575,7.962,NA,NA,NA,NA,NA,215.3611087
1,A,1,7/22/2011,8942.1,FALSE,85.77,3.651,7.962,NA,NA,NA,NA,NA,215.4222784
1,A,1,7/29/2011,9051.2,FALSE,86.83,3.682,7.962,NA,NA,NA,NA,NA,215.4834482
1,A,1,8/5/2011,9533.4,FALSE,91.65,3.684,7.962,NA,NA,NA,NA,NA,215.544618
1,A,1,8/12/2011,9439.8,FALSE,90.76,3.638,7.962,NA,NA,NA,NA,NA,215.6057878
1,A,1,8/19/2011,9349.4,FALSE,89.94,3.554,7.962,NA,NA,NA,NA,NA,215.6693107
1,A,1,8/26/2011,9148.3,FALSE,87.96,3.523,7.962,NA,NA,NA,NA,NA,215.7332258
1,A,1,9/2/2011,9136.3,FALSE,87.83,3.533,7.962,NA,NA,NA,NA,NA,215.7971409
1,A,1,9/9/2011,7954.6,TRUE,76,3.546,7.962,NA,NA,NA,NA,NA,215.861056
1,A,1,9/16/2011,8346.6,FALSE,79.94,3.526,7.962,NA,NA,NA,NA,NA,216.0410526
1,A,1,9/23/2011,7926.7,FALSE,75.8,3.467,7.962,NA,NA,NA,NA,NA,216.3758246
1,A,1,9/30/2011,8304.5,FALSE,79.69,3.355,7.962,NA,NA,NA,NA,NA,216.7105965
1,A,1,10/7/2011,7259.5,FALSE,69.31,3.285,7.866,NA,NA,NA,NA,NA,217.0453684
1,A,1,10/14/2011,7501.4,FALSE,71.74,3.274,7.866,NA,NA,NA,NA,NA,217.3552733
1,A,1,10/21/2011,6706.3,FALSE,63.71,3.353,7.866,NA,NA,NA,NA,NA,217.5159762
1,A,1,10/28/2011,6994.2,FALSE,66.57,3.372,7.866,NA,NA,NA,NA,NA,217.6766791
1,A,1,11/4/2011,5831.2,FALSE,54.98,3.332,7.866,NA,NA,NA,NA,NA,217.837382
1,A,1,11/11/2011,6240.7,FALSE,59.11,3.297,7.866,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849
1,A,1,11/18/2011,6555.8,FALSE,62.25,3.308,7.866,6074.12,254.39,51.98,427.39,5988.57,218.2205088
1,A,1,11/25/2011,6337.6,TRUE,60.14,3.236,7.866,410.31,98,55805.51,8,554.92,218.4676211
1,A,1,12/2/2011,5208.2,FALSE,48.91,3.172,7.866,5629.51,68,1398.11,2084.64,20475.32,218.7147333
1,A,1,12/9/2011,4708.8,FALSE,43.93,3.158,7.866,4640.65,19,105.02,3639.42,14461.82,218.9618456
1,A,1,12/16/2011,5478.9,FALSE,51.63,3.159,7.866,5011.32,67,347.37,225.79,4011.37,219.1794533
1,A,1,12/23/2011,5107.2,FALSE,47.96,3.112,7.866,2725.36,40.48,634.7,24.9,2739.43,219.3577216
1,A,1,12/30/2011,4767.9,TRUE,44.55,3.129,7.866,5762.1,46011.38,260.36,983.65,4735.78,219.5359898
1,A,1,1/6/2012,5216.7,FALSE,49.01,3.157,7.348,6277.39,21813.16,143.1,1450.13,8483,219.7142581
1,A,1,1/13/2012,5179.1,FALSE,48.53,3.261,7.348,5183.29,8025.87,42.24,453.08,3719.38,219.8925263
1,A,1,1/20/2012,5737.8,FALSE,54.11,3.268,7.348,4139.87,2807.19,33.88,500.62,3400.21,219.9856893
1,A,1,1/27/2012,5755,FALSE,54.26,3.29,7.348,1164.46,1082.74,44,11,1222.19,220.0788523
1,A,1,2/3/2012,5991,FALSE,56.55,3.36,7.348,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153
1,A,1,2/10/2012,5142.9,TRUE,48.02,3.409,7.348,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783
1,A,1,2/17/2012,4883,FALSE,45.32,3.51,7.348,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586
1,A,1,2/24/2012,6080.5,FALSE,57.25,3.555,7.348,9349.61,7556.01,3.2,1219.92,8143.59,220.636902
1,A,1,3/2/2012,6459,FALSE,60.96,3.63,7.348,15441.4,1569,10.8,25390.88,8067.61,220.8480454
1,A,1,3/9/2012,6242.9,FALSE,58.76,3.669,7.348,10331.04,151.88,6,671.43,5509.84,221.0591887
1,A,1,3/16/2012,6847.4,FALSE,64.74,3.734,7.348,4298.16,7.5,2.02,2724.65,2017.69,221.2118132
1,A,1,3/23/2012,6971.7,FALSE,65.93,3.787,7.348,6118.56,9.48,4.97,426.72,3657.22,221.2864126
1,A,1,3/30/2012,7145.5,FALSE,67.61,3.845,7.348,10309.58,0.5,10.25,1654.17,2642.78,221.3610119
1,A,1,4/6/2012,7432.1,FALSE,70.43,3.891,7.143,10121.97,NA,77.98,3750.59,4510.72,221.4356112
1,A,1,4/13/2012,7296.1,FALSE,69.07,3.891,7.143,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105
1,A,1,4/20/2012,7063.7,FALSE,66.76,3.877,7.143,2230.8,612.02,19.75,275.13,5747.1,221.5640737
1,A,1,4/27/2012,7104.4,FALSE,67.23,3.814,7.143,3221.25,NA,35.49,577.14,6222.25,221.6179368
1,A,1,5/4/2012,7929.9,FALSE,75.55,3.749,7.143,21290.13,NA,69.89,4977.35,3261.04,221.6718
1,A,1,5/11/2012,7745.8,FALSE,73.77,3.688,7.143,8351.4,NA,10.52,2443.14,3127.88,221.7256632
1,A,1,5/18/2012,7396,FALSE,70.33,3.63,7.143,6154.14,NA,45.11,1675.49,5508.18,221.742674
1,A,1,5/25/2012,8078.1,FALSE,77.22,3.561,7.143,4039.39,NA,745.19,1429.96,3631.13,221.744944
1,A,1,6/1/2012,8145.1,FALSE,77.95,3.501,7.143,6086.21,12,370.51,148.75,3690.85,221.7472139
1,A,1,6/8/2012,8175.2,FALSE,78.3,3.452,7.143,8813.81,116.8,64.55,2652.04,7161.91,221.7494839
1,A,1,6/15/2012,8274.3,FALSE,79.35,3.393,7.143,5621.99,109.6,0.25,2420.28,3083.26,221.7626421
1,A,1,6/22/2012,8173.6,FALSE,78.39,3.346,7.143,8624.56,171.25,3.05,2524.07,7063.68,221.8030211
1,A,1,6/29/2012,8816.6,FALSE,84.88,3.286,7.143,3965.73,161.6,NA,435.99,4212.97,221.8434
1,A,1,7/6/2012,8479.7,FALSE,81.57,3.227,6.908,12218.76,94.4,192.83,4066.01,6149.04,221.8837789
1,A,1,7/13/2012,8037.6,FALSE,77.12,3.256,6.908,7218.13,45.2,36.24,3909.38,2596.37,221.9241579
1,A,1,7/20/2012,8373.1,FALSE,80.42,3.311,6.908,3213,313.72,9.53,2262.02,3228.19,221.9327267
1,A,1,7/27/2012,8606.7,FALSE,82.66,3.407,6.908,7146.9,389.02,1.59,10267.54,4325.19,221.9412954
1,A,1,8/3/2012,8952.7,FALSE,86.11,3.417,6.908,27584.78,119.98,30.23,12007.04,4661.71,221.9498642
1,A,1,8/10/2012,8854.4,FALSE,85.05,3.494,6.908,11436.22,245,6.85,6964.26,4836.22,221.9584329
1,A,1,8/17/2012,8842.1,FALSE,84.85,3.571,6.908,3662.06,137.86,4.84,2752.2,3446.15,222.0384109
1,A,1,8/24/2012,8128,FALSE,77.66,3.62,6.908,6237.83,260.06,2.97,3463.03,7988.25,222.1719457
1,A,1,8/31/2012,8412.8,FALSE,80.49,3.638,6.908,21442.73,102.32,21.7,13209.64,3032.96,222.3054805
1,A,1,9/7/2012,8769,TRUE,83.96,3.73,6.908,5204.68,35.74,50.94,4120.32,2737.17,222.4390153
1,A,1,9/14/2012,7868.7,FALSE,74.97,3.717,6.908,17212.52,7,18.79,1523.11,7992.72,222.5820193
1,A,1,9/21/2012,7359.1,FALSE,69.87,3.721,6.908,6352.3,7.64,4.69,1010.06,6456.71,222.7818386
1,A,1,9/28/2012,7974.6,FALSE,76.08,3.666,6.908,3666.27,7.64,1.65,1417.96,4744.28,222.9816579
1,A,1,10/5/2012,7216.7,FALSE,68.55,3.617,6.573,8077.89,NA,18.22,3617.43,3626.14,223.1814772
1,A,1,10/12/2012,6659.1,FALSE,62.99,3.601,6.573,2086.18,NA,8.11,602.36,5926.45,223.3812965
1,A,1,10/19/2012,7156.4,FALSE,67.97,3.594,6.573,950.33,NA,4.93,80.25,2312.85,223.4257233
1,A,1,10/26/2012,7266.6,FALSE,69.16,3.506,6.573,2585.85,31.75,6,1057.16,1305.01,223.4442513
1,A,1,11/2/2012,5870.6,FALSE,55.32,3.386,6.573,6766.44,5147.7,50.82,3639.9,2737.42,223.4627793
1,A,1,11/9/2012,6455.4,FALSE,61.24,3.314,6.573,11421.32,3370.89,40.28,4646.79,6154.16,223.4813073
1,A,1,11/16/2012,5617.2,FALSE,52.92,3.252,6.573,9696.28,292.1,103.78,1133.15,6612.69,223.5129105
1,A,1,11/23/2012,5944.1,TRUE,56.23,3.211,6.573,883.59,4.17,74910.32,209.91,303.32,223.5619474
1,A,1,11/30/2012,5554.7,FALSE,52.34,3.207,6.573,2460.03,NA,3838.35,150.57,6966.34,223.6109842
1,A,1,12/7/2012,6731.8,FALSE,64.12,3.198,6.573,6343.16,NA,270,2928.9,10147.9,223.6600211
1,A,1,12/14/2012,5205.8,FALSE,48.89,3.168,6.573,3504.83,NA,73.26,1636.8,2779.6,223.7192767
1,A,1,12/21/2012,5911.8,FALSE,56.02,3.098,6.573,8231.71,NA,274,358.15,2834.02,223.8398455
1,A,1,12/28/2012,4789.8,TRUE,44.79,3.108,6.573,12659.55,37101.13,174.78,74.46,1208.86,223.9604143
1,A,1,1/4/2013,4489.1,FALSE,41.73,3.161,6.525,1214.08,25366.33,15.01,72.36,3940.02,224.080983
1,A,1,1/11/2013,5356.3,FALSE,50.32,3.243,6.525,6520.24,16134.6,12.17,774.55,4001.25,224.2015518
1,A,1,1/18/2013,4615.7,FALSE,42.92,3.237,6.525,3772.69,3559.46,3.88,246.62,1900.4,224.2358132
1,A,1,1/25/2013,5659.7,FALSE,53.37,3.227,6.525,965.89,1097.91,0.1,225.36,1831.88,224.2355518
1,A,1,2/1/2013,5970.4,FALSE,56.46,3.244,6.525,9290.91,1359.9,265,20657.82,972.61,224.2352903
1,A,1,2/8/2013,6008.7,TRUE,56.67,3.417,6.525,32355.16,729.8,280.89,20426.61,4671.78,224.2350289
1,A,1,2/15/2013,5313.5,FALSE,49.66,3.475,6.525,72937.29,6665.52,47.21,13014.67,6310.18,224.2760526
1,A,1,2/22/2013,5384.7,FALSE,50.25,3.597,6.525,20107.75,3163.89,42.2,15657.3,5812.86,224.4202895
1,A,1,3/1/2013,5172.1,FALSE,48.01,3.711,6.525,10610.74,261.46,2.8,25.54,2747.59,224.5645263
1,A,1,3/8/2013,5446.8,FALSE,50.81,3.658,6.525,5000.58,290.46,78.77,606.15,3697.11,224.7087632
1,A,1,3/15/2013,5895.2,FALSE,55.33,3.622,6.525,3808.13,NA,15.65,2616.6,1909.17,224.8356808
1,A,1,3/22/2013,6703.1,FALSE,63.42,3.611,6.525,12553.98,NA,495.1,6787.75,2545.66,224.9193005
1,A,1,3/29/2013,5460.6,FALSE,51,3.606,6.525,13067.46,NA,384.9,122.93,3903.8,225.0029202
1,A,1,4/5/2013,6217.3,FALSE,58.59,3.583,6.314,12872.34,5687.86,485.97,478.04,5092.33,225.0865399
1,A,1,4/12/2013,6624.9,FALSE,62.72,3.529,6.314,3672.43,932.58,52.86,949.07,2836.64,225.1701596
1,A,1,4/19/2013,7055.1,FALSE,67.1,3.451,6.314,3530.36,3.95,107.5,458.76,2062.05,225.1701596
1,A,1,4/26/2013,6264.7,FALSE,59.23,3.417,6.314,2387.72,NA,98.34,516.28,1421.63,225.1701596
1,A,1,5/3/2013,7004.6,FALSE,66.66,3.386,NA,2298.63,2,129.9,55.46,1301.04,NA
1,A,1,5/10/2013,6729.2,FALSE,63.9,3.392,NA,4624.61,83.88,42.38,1618.31,8144.9,NA
1,A,1,5/17/2013,7298.4,FALSE,69.53,3.454,NA,16170.5,92,8.32,4127.24,6206.97,NA
1,A,1,5/24/2013,8068.4,FALSE,77.19,3.494,NA,7959.89,178,1621.47,3152.57,2938.7,NA
1,A,1,5/31/2013,8148.6,FALSE,78.02,3.466,NA,2369.77,142.45,475.35,45.55,2056.84,NA
1,A,1,6/7/2013,7987.9,FALSE,76.44,3.439,NA,3514.75,742.59,116.15,1015.44,5137.09,NA
1,A,1,6/14/2013,8329.1,FALSE,79.86,3.431,NA,12592.32,527.48,402.88,7474.56,2484.44,NA
1,A,1,6/21/2013,8482.9,FALSE,81.35,3.479,NA,8104.02,417.99,327.33,5182.25,3754.44,NA
1,A,1,6/28/2013,8743.5,FALSE,83.94,3.495,NA,4205.98,796.7,6.84,3816.78,4812.74,NA
1,A,1,7/5/2013,8327.2,FALSE,79.85,3.422,NA,7649.99,3503.29,1766.77,9454.96,1079.89,NA
1,A,1,7/12/2013,8652,FALSE,83.12,3.4,NA,6089.94,1362.42,209.62,2367.42,2651.05,NA
1,A,1,7/19/2013,8281.6,FALSE,79.26,3.556,NA,3117.04,1060.39,199.05,1012.3,5381.72,NA
1,A,1,7/26/2013,8516,FALSE,81.54,3.62,NA,332.17,673.19,1,38.63,1245.2,NA
2,A,1,2/5/2010,4276.2,FALSE,40.19,2.572,8.324,NA,NA,NA,NA,NA,210.7526053
2,A,1,2/12/2010,4103.8,TRUE,38.49,2.548,8.324,NA,NA,NA,NA,NA,210.8979935
2,A,1,2/19/2010,4220.4,FALSE,39.69,2.514,8.324,NA,NA,NA,NA,NA,210.9451605
2,A,1,2/26/2010,4866.1,FALSE,46.1,2.561,8.324,NA,NA,NA,NA,NA,210.9759573
2,A,1,3/5/2010,4979.5,FALSE,47.17,2.625,8.324,NA,NA,NA,NA,NA,211.0067542
2,A,1,3/12/2010,6022.7,FALSE,57.56,2.667,8.324,NA,NA,NA,NA,NA,211.037551
2,A,1,3/19/2010,5724,FALSE,54.52,2.72,8.324,NA,NA,NA,NA,NA,210.8733316
2,A,1,3/26/2010,5399.2,FALSE,51.26,2.732,8.324,NA,NA,NA,NA,NA,210.6766095
2,A,1,4/2/2010,6598.9,FALSE,63.27,2.719,8.2,NA,NA,NA,NA,NA,210.4798874
2,A,1,4/9/2010,6818,FALSE,65.41,2.77,8.2,NA,NA,NA,NA,NA,210.2831653
2,A,1,4/16/2010,7087.8,FALSE,68.07,2.808,8.2,NA,NA,NA,NA,NA,210.1495463
2,A,1,4/23/2010,6790.5,FALSE,65.11,2.795,8.2,NA,NA,NA,NA,NA,210.1000648
2,A,1,4/30/2010,6976,FALSE,66.98,2.78,8.2,NA,NA,NA,NA,NA,210.0505833
2,A,1,5/7/2010,7411.5,FALSE,71.28,2.835,8.2,NA,NA,NA,NA,NA,210.0011018
2,A,1,5/14/2010,7616.4,FALSE,73.31,2.854,8.2,NA,NA,NA,NA,NA,209.9984585
2,A,1,5/21/2010,7765.6,FALSE,74.83,2.826,8.2,NA,NA,NA,NA,NA,210.2768443
2,A,1,5/28/2010,8388.9,FALSE,81.13,2.759,8.2,NA,NA,NA,NA,NA,210.5552301
2,A,1,6/4/2010,8451.5,FALSE,81.81,2.705,8.2,NA,NA,NA,NA,NA,210.833616
2,A,1,6/11/2010,8606.8,FALSE,83.4,2.668,8.2,NA,NA,NA,NA,NA,211.1120018
2,A,1,6/18/2010,8844.7,FALSE,85.81,2.637,8.2,NA,NA,NA,NA,NA,211.1096543
2,A,1,6/25/2010,8891.3,FALSE,86.26,2.653,8.2,NA,NA,NA,NA,NA,210.9950134
2,A,1,7/2/2010,8540.9,FALSE,82.74,2.669,8.099,NA,NA,NA,NA,NA,210.8803726
2,A,1,7/9/2010,8523.2,FALSE,82.59,2.642,8.099,NA,NA,NA,NA,NA,210.7657317
2,A,1,7/16/2010,8794.3,FALSE,85.32,2.623,8.099,NA,NA,NA,NA,NA,210.7577954
2,A,1,7/23/2010,9026.8,FALSE,87.66,2.608,8.099,NA,NA,NA,NA,NA,210.8921319
2,A,1,7/30/2010,8613,FALSE,83.49,2.64,8.099,NA,NA,NA,NA,NA,211.0264684
2,A,1,8/6/2010,9215.7,FALSE,89.53,2.627,8.099,NA,NA,NA,NA,NA,211.1608049
2,A,1,8/13/2010,9174.2,FALSE,89.05,2.692,8.099,NA,NA,NA,NA,NA,211.2951413
2,A,1,8/20/2010,9136.4,FALSE,88.7,2.664,8.099,NA,NA,NA,NA,NA,211.2596586
2,A,1,8/27/2010,8973.9,FALSE,87.12,2.619,8.099,NA,NA,NA,NA,NA,211.2241759
2,A,1,9/3/2010,8440.7,FALSE,81.83,2.577,8.099,NA,NA,NA,NA,NA,211.1886931
2,A,1,9/10/2010,8165.5,TRUE,79.09,2.565,8.099,NA,NA,NA,NA,NA,211.1532104
2,A,1,9/17/2010,8463.2,FALSE,82.05,2.582,8.099,NA,NA,NA,NA,NA,211.1806415
2,A,1,9/24/2010,8441.4,FALSE,81.79,2.624,8.099,NA,NA,NA,NA,NA,211.2552578
2,A,1,10/1/2010,7184.3,FALSE,69.24,2.603,8.163,NA,NA,NA,NA,NA,211.3298742
2,A,1,10/8/2010,6582.3,FALSE,63.19,2.633,8.163,NA,NA,NA,NA,NA,211.4044906
2,A,1,10/15/2010,6852,FALSE,65.8,2.72,8.163,NA,NA,NA,NA,NA,211.4713286
2,A,1,10/22/2010,7122.5,FALSE,68.5,2.725,8.163,NA,NA,NA,NA,NA,211.5187208
2,A,1,10/29/2010,6895.6,FALSE,66.24,2.716,8.163,NA,NA,NA,NA,NA,211.5661131
2,A,1,11/5/2010,6053.9,FALSE,57.85,2.689,8.163,NA,NA,NA,NA,NA,211.6135053
2,A,1,11/12/2010,6241.8,FALSE,59.69,2.728,8.163,NA,NA,NA,NA,NA,211.6608975
2,A,1,11/19/2010,5358.1,FALSE,50.81,2.771,8.163,NA,NA,NA,NA,NA,211.5470304
2,A,1,11/26/2010,6571.5,TRUE,62.98,2.735,8.163,NA,NA,NA,NA,NA,211.4062867
2,A,1,12/3/2010,5203.8,FALSE,49.33,2.708,8.163,NA,NA,NA,NA,NA,211.265543
2,A,1,12/10/2010,4834.3,FALSE,45.5,2.843,8.163,NA,NA,NA,NA,NA,211.1247993
2,A,1,12/17/2010,5041.9,FALSE,47.55,2.869,8.163,NA,NA,NA,NA,NA,211.0645458
2,A,1,12/24/2010,5285.6,FALSE,49.97,2.886,8.163,NA,NA,NA,NA,NA,211.0646599
2,A,1,12/31/2010,5024.3,TRUE,47.3,2.943,8.163,NA,NA,NA,NA,NA,211.064774
2,A,1,1/7/2011,4766.6,FALSE,44.69,2.976,8.028,NA,NA,NA,NA,NA,211.0648881
2,A,1,1/14/2011,3600.3,FALSE,33.02,2.983,8.028,NA,NA,NA,NA,NA,211.1176713
2,A,1,1/21/2011,4441.6,FALSE,41.4,3.016,8.028,NA,NA,NA,NA,NA,211.4864691
2,A,1,1/28/2011,4584,FALSE,42.83,3.01,8.028,NA,NA,NA,NA,NA,211.8552668
2,A,1,2/4/2011,4123.9,FALSE,38.25,2.989,8.028,NA,NA,NA,NA,NA,212.2240646
2,A,1,2/11/2011,3621.2,TRUE,33.19,3.022,8.028,NA,NA,NA,NA,NA,212.5928624
2,A,1,2/18/2011,6087.5,FALSE,57.83,3.045,8.028,NA,NA,NA,NA,NA,212.9033115
